,time,Average speed (km/h),Distance travelled (km),Engine RPM (rpm),Fuel used (L),Vehicle speed (km/h)
0,12:21,33.130072025830195,7.365371639760851,5168.984706881904,2.837276966625748,49.547325102880656
43,12:22,33.130072025830195,7.365371639760851,4641.0,0.106927708439399,49.547325102880656
149,12:23,33.130072025830195,7.365371639760851,6416.0,0.20054366094433,49.547325102880656
254,12:24,14.5411959658822,0.619470417555556,5168.984706881904,2.837276966625748,46.0
357,12:25,33.130072025830195,7.365371639760851,7492.0,0.580108479708835,49.547325102880656
460,12:26,26.0964082074707,1.980930969,5168.984706881904,2.837276966625748,63.0
561,12:27,33.130072025830195,7.365371639760851,1759.0,0.990541578691961,49.547325102880656
666,12:28,27.335680592198,2.98578244138889,5168.984706881904,2.837276966625748,18.0
771,12:29,33.130072025830195,7.365371639760851,7018.0,1.69057824310957,49.547325102880656
874,12:30,31.5217959433719,4.49567178155556,5168.984706881904,2.837276966625748,40.8
979,12:31,33.130072025830195,7.365371639760851,4798.0,2.04808689522694,49.547325102880656
1083,12:32,33.130072025830195,7.365371639760851,3377.0,2.34906142138262,49.547325102880656
1185,12:33,33.130072025830195,7.365371639760851,5601.0,2.55250933953736,49.547325102880656
1289,12:34,33.130072025830195,7.365371639760851,7262.0,2.90607572397994,49.547325102880656
1392,12:35,39.1138328142422,8.83718882888889,5168.984706881904,2.837276966625748,76.0
1494,12:36,40.4021321840603,9.80037775902779,5168.984706881904,2.837276966625748,71.0
1595,12:37,33.130072025830195,7.365371639760851,7404.0,4.29373205484183,49.547325102880656
1697,12:38,33.130072025830195,7.365371639760851,6350.0,4.5993574045617,49.547325102880656
1799,12:39,33.130072025830195,7.365371639760851,6660.0,4.82473655141162,49.547325102880656
1905,12:40,33.130072025830195,7.365371639760851,4289.0,5.09855804596276,49.547325102880656
2007,12:41,33.130072025830195,7.365371639760851,3959.0,5.19920921862273,49.547325102880656
2108,12:42,42.4140319343156,14.5301811354167,5168.984706881904,2.837276966625748,48.0
2209,12:43,33.130072025830195,7.365371639760851,3998.0,5.62742709386378,49.547325102880656
2309,12:44,33.130072025830195,7.365371639760851,2871.0,5.81331666193381,49.547325102880656
