,time,Average speed (km/h),Distance travelled (km),Engine RPM (rpm),Fuel used (L),Vehicle speed (km/h)
0,17:48,27.727850172678675,8.281256754783675,4154.852507374631,2.8451152845299106,43.170796460176994
13,17:49,27.727850172678675,8.281256754783675,5382.0,0.0233052784375172,43.170796460176994
113,17:50,27.727850172678675,8.281256754783675,1612.0,0.135164749323232,43.170796460176994
217,17:51,27.727850172678675,8.281256754783675,4615.0,0.300653668884658,43.170796460176994
322,17:52,25.2516624365435,1.35535834758333,4154.852507374631,2.8451152845299106,32.0
424,17:53,27.2438725822679,1.91585340038889,4154.852507374631,2.8451152845299106,20.0
526,17:54,22.3570572610721,1.94534045777778,4154.852507374631,2.8451152845299106,30.6
629,17:55,27.727850172678675,8.281256754783675,1731.0,0.851133183502318,43.170796460176994
733,17:56,27.727850172678675,8.281256754783675,1838.0,1.03942304976228,43.170796460176994
832,17:57,18.2959971036636,2.50632085561111,4154.852507374631,2.8451152845299106,51.4
934,17:58,21.1879442725638,3.25561621838889,4154.852507374631,2.8451152845299106,67.0
1037,17:59,27.727850172678675,8.281256754783675,1659.0,1.6595339529242,43.170796460176994
1139,18:00,27.727850172678675,8.281256754783675,8818.0,2.05482125830365,43.170796460176994
1243,18:01,27.727850172678675,8.281256754783675,7068.0,2.27325605727545,43.170796460176994
1347,18:02,27.727850172678675,8.281256754783675,6418.0,2.48164765869621,43.170796460176994
1447,18:03,27.727850172678675,8.281256754783675,1733.0,2.6577976475982,43.170796460176994
1547,18:04,27.727850172678675,8.281256754783675,4252.0,2.79671710018536,43.170796460176994
1651,18:05,27.727850172678675,8.281256754783675,3716.0,3.0609221090283,43.170796460176994
1751,18:06,27.727850172678675,8.281256754783675,1643.0,3.11833268648024,43.170796460176994
1853,18:07,27.727850172678675,8.281256754783675,5818.0,3.28420528025504,43.170796460176994
1957,18:08,27.727850172678675,8.281256754783675,5335.0,3.50606181919975,43.170796460176994
2060,18:09,31.7571987612642,10.7033738640833,4154.852507374631,2.8451152845299106,41.2
2163,18:10,27.727850172678675,8.281256754783675,4058.0,3.74006034268369,43.170796460176994
2266,18:11,32.5477185052934,12.0533072541944,4154.852507374631,2.8451152845299106,57.0
2367,18:12,27.727850172678675,8.281256754783675,3298.0,4.04522928865252,43.170796460176994
2473,18:13,27.727850172678675,8.281256754783675,4862.0,4.22360394921636,43.170796460176994
2573,18:14,27.727850172678675,8.281256754783675,1686.0,4.33025753482973,43.170796460176994
2672,18:15,30.2355377398083,13.2135241096944,4154.852507374631,2.8451152845299106,31.0
2772,18:16,29.1254311865667,13.2135241096944,4154.852507374631,2.8451152845299106,28.6
2876,18:17,28.384993729229,13.3506042978055,4154.852507374631,2.8451152845299106,79.8
2981,18:18,27.727850172678675,8.281256754783675,8895.0,4.89273423747242,43.170796460176994
3085,18:19,27.727850172678675,8.281256754783675,1800.0,5.06705853361453,43.170796460176994
3188,18:20,29.1112438297883,15.1474968235278,4154.852507374631,2.8451152845299106,67.0
3290,18:21,28.6389161876486,15.3788029689722,4154.852507374631,2.8451152845299106,40.0
