,time,Average speed (km/h),Distance travelled (km),Engine RPM (rpm),Fuel used (L),Vehicle speed (km/h)
0,23:06,42.87395488539961,8.470505122985477,5240.708969465649,3.303131261406269,57.268232385661314
3,23:07,42.87395488539961,8.470505122985477,265.0,0.0003513016684154,57.268232385661314
87,23:08,42.87395488539961,8.470505122985477,1606.0,0.0938289168508623,57.268232385661314
191,23:09,42.87395488539961,8.470505122985477,5575.0,0.37910183560849,57.268232385661314
291,23:10,42.87395488539961,8.470505122985477,7905.0,0.829736064581442,57.268232385661314
393,23:11,42.87395488539961,8.470505122985477,7002.0,1.43632560109361,57.268232385661314
493,23:12,42.87395488539961,8.470505122985477,8106.0,1.90618871239882,57.268232385661314
593,23:13,42.87395488539961,8.470505122985477,1904.0,2.07537274799845,57.268232385661314
695,23:14,42.87395488539961,8.470505122985477,6987.0,2.51820762549773,57.268232385661314
794,23:15,54.4763143226539,7.61919301863889,5240.708969465649,3.303131261406269,75.0
895,23:16,42.87395488539961,8.470505122985477,1646.0,3.18534869401424,57.268232385661314
996,23:17,51.322873012554,8.88742482597222,5240.708969465649,3.303131261406269,32.6
1096,23:18,46.8257837568657,8.88742482597222,5240.708969465649,3.303131261406269,55.4
1201,23:19,42.87395488539961,8.470505122985477,6060.0,3.90536976507337,57.268232385661314
1299,23:20,42.87395488539961,8.470505122985477,1733.0,3.97075530210882,57.268232385661314
1401,23:21,42.87395488539961,8.470505122985477,5415.0,4.3495069053262,57.268232385661314
1501,23:22,42.87395488539961,8.470505122985477,1740.0,4.57498913759729,57.268232385661314
1605,23:23,42.87395488539961,8.470505122985477,4038.0,4.87417729132886,57.268232385661314
1708,23:24,47.6654337082734,13.8150033913333,5240.708969465649,3.303131261406269,63.0
1810,23:25,47.2829138792295,14.49172218125,5240.708969465649,3.303131261406269,10.4
1909,23:26,42.87395488539961,8.470505122985477,5235.0,5.61546317103974,57.268232385661314
2011,23:27,42.87395488539961,8.470505122985477,7106.0,5.75418211366933,57.268232385661314
