,time,Average speed (km/h),Distance travelled (km),Engine RPM (rpm),Fuel used (L),Vehicle speed (km/h)
0,18:46,32.53437158198157,8.63238067907738,4337.836696090794,3.11466760665434,38.06440957886045
28,18:47,32.53437158198157,8.63238067907738,1642.0,0.0280310851713852,38.06440957886045
131,18:48,10.4931118378356,0.228698481277778,4337.836696090794,3.11466760665434,21.6
235,18:49,19.668458753538,0.756118612111111,4337.836696090794,3.11466760665434,51.0
337,18:50,30.3885772762454,1.67505560969444,4337.836696090794,3.11466760665434,65.0
428,18:51,32.53437158198157,8.63238067907738,1488.0,2.4045178801352924,38.06440957886045
451,18:52,32.6465464614504,2.40161385116667,4337.836696090794,3.11466760665434,74.0
551,18:53,40.2157403826239,3.62618003722222,4337.836696090794,3.11466760665434,84.0
656,18:54,32.53437158198157,8.63238067907738,1737.0,1.58801092533413,38.06440957886045
758,18:55,32.53437158198157,8.63238067907738,6869.0,1.89295940962346,38.06440957886045
858,18:56,32.53437158198157,8.63238067907738,5895.0,2.20250730104565,38.06440957886045
958,18:57,32.53437158198157,8.63238067907738,1750.0,2.28903873675372,38.06440957886045
1057,18:58,39.616690761593,6.87404499169444,4337.836696090794,3.11466760665434,68.0
1158,18:59,32.53437158198157,8.63238067907738,1668.0,2.66519448539862,38.06440957886045
1258,19:00,32.53437158198157,8.63238067907738,1667.0,2.72503170409151,38.06440957886045
1359,19:01,36.9271196970995,8.25563192244444,4337.836696090794,3.11466760665434,24.0
1458,19:02,32.53437158198157,8.63238067907738,4099.0,2.98492844310992,38.06440957886045
1558,19:03,32.53437158198157,8.63238067907738,6784.0,3.18703016805584,38.06440957886045
1656,19:04,32.53437158198157,8.63238067907738,6796.0,3.35107343554138,38.06440957886045
1756,19:05,32.53437158198157,8.63238067907738,6849.0,3.54554687693117,38.06440957886045
1856,19:06,32.53437158198157,8.63238067907738,1666.0,3.72482475502038,38.06440957886045
1888,19:16,32.53437158198157,8.63238067907738,1889.0,1.7221895889642655,38.06440957886045
1908,19:17,32.53437158198157,8.63238067907738,4258.0,3.79061992597274,38.06440957886045
2008,19:18,32.53437158198157,8.63238067907738,4326.0,3.9793437691031,38.06440957886045
2107,19:19,32.6542329825703,11.3805374853611,4337.836696090794,3.11466760665434,44.0
2206,19:20,32.53437158198157,8.63238067907738,5958.0,4.21848800308241,38.06440957886045
2308,19:21,32.53437158198157,8.63238067907738,1803.0,4.37669308313166,38.06440957886045
2406,19:22,32.53437158198157,8.63238067907738,1799.0,4.5165071270876,38.06440957886045
2506,19:23,32.53437158198157,8.63238067907738,2123.0,4.57714462743394,38.06440957886045
2608,19:24,32.53437158198157,8.63238067907738,1747.0,4.800382462358,38.06440957886045
2706,19:25,32.53437158198157,8.63238067907738,1663.0,4.86600000479781,38.06440957886045
2802,19:26,32.53437158198157,8.63238067907738,5589.0,5.11880947153585,38.06440957886045
2898,19:27,32.53437158198157,8.63238067907738,4537.0,5.20501078741846,38.06440957886045
2996,19:28,32.53437158198157,8.63238067907738,4234.0,5.37981555918652,38.06440957886045
3097,19:29,29.1295163156296,15.0072528451389,4337.836696090794,3.11466760665434,23.0
