,time,Average speed (km/h),Distance travelled (km),Engine RPM (rpm),Fuel used (L),Vehicle speed (km/h)
0,23:55,41.29831972994854,5.033942984420341,4463.079407806191,1.4704937636952322,44.927304964539005
15,23:56,13.5457811668582,0.0383698463333333,4463.079407806191,1.4704937636952322,22.0
116,23:57,41.29831972994854,5.033942984420341,3768.0,0.247192898570909,44.927304964539005
220,23:58,41.29831972994854,5.033942984420341,4414.0,0.515068575217215,44.927304964539005
324,23:59,41.29831972994854,5.033942984420341,4575.0,0.705206894422668,44.927304964539005
426,00:00,41.29831972994854,5.033942984420341,6501.0,0.960698392837616,44.927304964539005
525,00:01,52.1446138959619,4.49249599861111,4463.079407806191,1.4704937636952322,75.6
626,00:02,41.29831972994854,5.033942984420341,1606.0,1.24780341140573,44.927304964539005
726,00:03,41.29831972994854,5.033942984420341,1797.0,1.42844313470505,44.927304964539005
828,00:04,41.29831972994854,5.033942984420341,3597.0,1.68723670402476,44.927304964539005
932,00:05,41.29831972994854,5.033942984420341,1758.0,1.81550378060055,44.927304964539005
1034,00:06,41.29831972994854,5.033942984420341,1606.0,2.07802541109317,44.927304964539005
1135,00:07,40.8917165024115,7.61092647099999,4463.079407806191,1.4704937636952322,23.0
1235,00:08,37.5309656786846,7.61092647099999,4463.079407806191,1.4704937636952322,42.8
1336,00:09,41.29831972994854,5.033942984420341,5645.0,2.42624035408324,44.927304964539005
1436,00:10,41.29831972994854,5.033942984420341,1794.0,2.54731106520753,44.927304964539005
