,time,Average speed (km/h),Distance travelled (km),Engine RPM (rpm),Fuel used (L),Vehicle speed (km/h)
0,17:11,13.907400763257352,3.1648533038174578,3985.66784765279,1.6460123868308632,32.69704749679076
3,17:12,13.907400763257352,3.1648533038174578,741.0,0.0009631738268964,32.69704749679076
91,17:13,10.988898270651,0.201009917083333,3985.66784765279,1.6460123868308632,14.2
193,17:14,10.5557987784098,0.369087921888889,3985.66784765279,1.6460123868308632,18.0
296,17:15,13.907400763257352,3.1648533038174578,5886.0,0.399493555802143,32.69704749679076
398,17:16,13.907400763257352,3.1648533038174578,1711.0,0.45805840209653,32.69704749679076
501,17:17,9.33982608384952,0.793365788666667,3985.66784765279,1.6460123868308632,13.8
603,17:18,7.80329230941907,0.793365788666667,3985.66784765279,1.6460123868308632,34.8
702,17:19,13.907400763257352,3.1648533038174578,6511.0,0.72811372131633,32.69704749679076
802,17:20,13.907400763257352,3.1648533038174578,6578.0,0.844147322571011,32.69704749679076
904,17:21,13.907400763257352,3.1648533038174578,4088.0,1.02989991436419,32.69704749679076
1004,17:22,13.907400763257352,3.1648533038174578,1673.0,1.17872115178259,32.69704749679076
1106,17:23,13.907400763257352,3.1648533038174578,4197.0,1.29208317448872,32.69704749679076
1209,17:24,11.1578736222827,2.25033703391667,3985.66784765279,1.6460123868308632,34.2
1310,17:25,13.907400763257352,3.1648533038174578,5244.0,1.5488753835316,32.69704749679076
1409,17:26,13.2477849330809,3.11271093802778,3985.66784765279,1.6460123868308632,50.0
1510,17:27,13.907400763257352,3.1648533038174578,6931.0,2.06347619865017,32.69704749679076
1608,17:28,13.907400763257352,3.1648533038174578,6642.0,2.4108610649936,32.69704749679076
1709,17:29,20.0006703155589,5.70035876555556,3985.66784765279,1.6460123868308632,46.0
1810,17:30,13.907400763257352,3.1648533038174578,5402.0,3.11399703210154,32.69704749679076
1910,17:31,13.907400763257352,3.1648533038174578,6452.0,3.49561703104421,32.69704749679076
2012,17:32,13.907400763257352,3.1648533038174578,3591.0,3.61135782906881,32.69704749679076
2112,17:33,13.907400763257352,3.1648533038174578,4516.0,3.72061879992737,32.69704749679076
2214,17:34,13.907400763257352,3.1648533038174578,4757.0,3.85918957693057,32.69704749679076
