,time,Average speed (km/h),Distance travelled (km),Engine RPM (rpm),Fuel used (L),Vehicle speed (km/h)
0,20:04,27.367255432149896,5.176842879713784,4140.900647948164,1.5954113819727203,41.585253456221196
3,20:05,27.367255432149896,5.176842879713784,1841.0,0.0025979032916436,41.585253456221196
32,20:06,27.367255432149896,5.176842879713784,1684.0,0.0368541304463106,41.585253456221196
134,20:07,27.367255432149896,5.176842879713784,3692.0,0.327966347136108,41.585253456221196
232,20:08,27.367255432149896,5.176842879713784,6354.0,0.542785163815656,41.585253456221196
333,20:09,22.9674634066034,1.79461520330556,4140.900647948164,1.5954113819727203,63.0
435,20:10,26.7227495903064,2.53183346319444,4140.900647948164,1.5954113819727203,62.0
536,20:11,27.367255432149896,5.176842879713784,6279.0,1.06968893733538,41.585253456221196
635,20:12,33.731540693115,4.32204233711111,4140.900647948164,1.5954113819727203,66.0
736,20:13,27.367255432149896,5.176842879713784,1726.0,1.34791044947918,41.585253456221196
836,20:14,27.367255432149896,5.176842879713784,1653.0,1.41333188803367,41.585253456221196
936,20:15,27.367255432149896,5.176842879713784,1707.0,1.60058028825562,41.585253456221196
1038,20:16,27.367255432149896,5.176842879713784,6218.0,1.87842850072493,41.585253456221196
1138,20:17,30.9524373032537,6.54409700752778,4140.900647948164,1.5954113819727203,36.2
1241,20:18,27.367255432149896,5.176842879713784,1717.0,2.04730558887547,41.585253456221196
1343,20:19,27.367255432149896,5.176842879713784,6084.0,2.30004668173732,41.585253456221196
1441,20:20,27.367255432149896,5.176842879713784,4617.0,2.40067341103094,41.585253456221196
1539,20:21,27.367255432149896,5.176842879713784,1753.0,2.46902034496707,41.585253456221196
1639,20:22,27.367255432149896,5.176842879713784,6014.0,2.68637275149465,41.585253456221196
1739,20:23,27.367255432149896,5.176842879713784,5364.0,2.80996803569168,41.585253456221196
1842,20:24,27.1566148925455,8.91095056655555,4140.900647948164,1.5954113819727203,14.0
