,time,Average speed (km/h),Distance travelled (km),Engine RPM (rpm),Fuel used (L),Vehicle speed (km/h)
0,16:21,20.049284685484068,4.15163356355299,4158.208092485549,1.777516380809024,33.96205962059621
64,16:22,20.049284685484068,4.15163356355299,6633.0,0.136304938333702,33.96205962059621
160,16:23,20.049284685484068,4.15163356355299,1667.0,0.290483094768463,33.96205962059621
255,16:24,13.4669871615371,0.611753849444444,4158.208092485549,1.777516380809024,30.6
350,16:25,20.049284685484068,4.15163356355299,1653.0,0.461041462473114,33.96205962059621
444,16:26,20.049284685484068,4.15163356355299,1697.0,0.525556429095876,33.96205962059621
540,16:27,20.049284685484068,4.15163356355299,1867.0,0.645389924793969,33.96205962059621
634,16:28,20.049284685484068,4.15163356355299,5562.0,0.829849688805097,33.96205962059621
728,16:29,20.049284685484068,4.15163356355299,4922.0,0.996759479795902,33.96205962059621
824,16:30,20.049284685484068,4.15163356355299,5652.0,1.16460942032406,33.96205962059621
919,16:31,18.876762021869,3.05902249402778,4158.208092485549,1.777516380809024,37.0
1014,16:32,20.049284685484068,4.15163356355299,4805.0,1.49994727911258,33.96205962059621
1112,16:33,20.049284685484068,4.15163356355299,5500.0,1.7465001994617,33.96205962059621
1207,16:34,23.306250488993,4.94170172166667,4158.208092485549,1.777516380809024,48.0
1302,16:35,20.049284685484068,4.15163356355299,6306.0,2.36590844554714,33.96205962059621
1398,16:36,20.049284685484068,4.15163356355299,6139.0,2.65871387337495,33.96205962059621
1493,16:37,27.0850037585635,7.09689932222222,4158.208092485549,1.777516380809024,47.0
1589,16:38,26.4306126338616,7.36748026436111,4158.208092485549,1.777516380809024,33.6
1685,16:39,25.328774141286,7.48154345683333,4158.208092485549,1.777516380809024,16.0
1780,16:40,20.049284685484068,4.15163356355299,4270.0,3.31196186001255,33.96205962059621
1876,16:41,20.049284685484068,4.15163356355299,4925.0,3.46123993419301,33.96205962059621
1902,16:44,20.049284685484068,4.15163356355299,4158.208092485549,1.777516380809024,33.96205962059621
1925,16:45,20.049284685484068,4.15163356355299,1736.0,3.48653393644233,33.96205962059621
2020,16:46,24.1719577671693,8.55975923572223,4158.208092485549,1.777516380809024,53.8
