,time,Average speed (km/h),Distance travelled (km),Engine RPM (rpm),Fuel used (L),Vehicle speed (km/h)
0,12:30,26.92598396030766,7.243953366878736,4650.626600284495,2.9735343398626664,48.63026052104208
27,12:31,26.92598396030766,7.243953366878736,4625.0,0.0605731787240718,48.63026052104208
131,12:32,26.92598396030766,7.243953366878736,3425.0,0.236865268130013,48.63026052104208
233,12:33,26.92598396030766,7.243953366878736,3877.0,0.306739239030026,48.63026052104208
336,12:34,12.4411166891026,0.697559261333333,4650.626600284495,2.9735343398626664,43.2
438,12:35,13.1177444156556,0.954285031805556,4650.626600284495,2.9735343398626664,10.0
541,12:36,26.92598396030766,7.243953366878736,4915.0,0.78192377721049,48.63026052104208
641,12:37,26.92598396030766,7.243953366878736,3955.0,1.0312423109203,48.63026052104208
744,12:38,19.4875752707885,2.39096213275,4650.626600284495,2.9735343398626664,20.0
849,12:39,26.92598396030766,7.243953366878736,5791.0,1.45522921861979,48.63026052104208
953,12:40,26.92598396030766,7.243953366878736,1716.0,1.63100755894502,48.63026052104208
1058,12:41,28.0157399524505,4.83911364497222,4650.626600284495,2.9735343398626664,40.0
1159,12:42,26.92598396030766,7.243953366878736,1719.0,2.01133944408859,48.63026052104208
1259,12:43,26.92598396030766,7.243953366878736,6846.0,2.21580392301607,48.63026052104208
1363,12:44,26.92598396030766,7.243953366878736,7386.0,2.44478275349506,48.63026052104208
1463,12:45,26.92598396030766,7.243953366878736,3933.0,2.62274977738857,48.63026052104208
1567,12:46,26.92598396030766,7.243953366878736,6114.0,2.9321534542294,48.63026052104208
1668,12:47,31.4389860100389,8.57463460122222,4650.626600284495,2.9735343398626664,47.0
1769,12:48,26.92598396030766,7.243953366878736,7414.0,4.06575133660886,48.63026052104208
1868,12:49,36.2718863937923,11.0995948448889,4650.626600284495,2.9735343398626664,27.0
1969,12:50,26.92598396030766,7.243953366878736,6736.0,4.8363331891572,48.63026052104208
2069,12:51,26.92598396030766,7.243953366878736,1684.0,4.91659196530303,48.63026052104208
2169,12:52,26.92598396030766,7.243953366878736,7692.0,5.07751279438534,48.63026052104208
2271,12:53,26.92598396030766,7.243953366878736,6797.0,5.40746440110762,48.63026052104208
2373,12:54,26.92598396030766,7.243953366878736,1783.0,5.53084967493082,48.63026052104208
2475,12:55,26.92598396030766,7.243953366878736,7057.0,5.70779052867742,48.63026052104208
2577,12:56,26.92598396030766,7.243953366878736,4725.0,5.96967929199191,48.63026052104208
2680,12:57,34.9675139643168,15.3631466418889,4650.626600284495,2.9735343398626664,24.0
2781,12:58,26.92598396030766,7.243953366878736,1784.0,6.31257825364446,48.63026052104208
