,time,Average speed (km/h),Distance travelled (km),Engine RPM (rpm),Fuel used (L),Vehicle speed (km/h)
0,13:35,31.73660349961207,8.975465826321441,4690.128838951311,2.91199230732075,48.636182902584494
3,13:37,31.73660349961207,8.975465826321441,997.0,0.00129200114949,48.636182902584494
24,13:38,31.73660349961207,8.975465826321441,3022.0,0.0491588349199504,48.636182902584494
126,13:39,31.73660349961207,8.975465826321441,7155.0,0.265219296533311,48.636182902584494
228,13:40,31.73660349961207,8.975465826321441,1784.0,0.469044783608272,48.636182902584494
332,13:41,31.73660349961207,8.975465826321441,1684.0,0.708149537614396,48.636182902584494
434,13:42,31.73660349961207,8.975465826321441,3927.0,0.803903850444965,48.636182902584494
538,13:43,31.73660349961207,8.975465826321441,7029.0,1.04362572883272,48.636182902584494
640,13:44,31.73660349961207,8.975465826321441,6811.0,1.41464273277615,48.636182902584494
743,13:45,31.6904328728903,5.08300373608333,4690.128838951311,2.91199230732075,81.0
846,13:46,31.73660349961207,8.975465826321441,1650.0,1.90752171626834,48.636182902584494
948,13:47,31.73660349961207,8.975465826321441,7778.0,2.29103402418332,48.636182902584494
1048,13:48,31.73660349961207,8.975465826321441,4754.0,2.63095372633545,48.636182902584494
1151,13:49,39.7561412144617,9.02485641311111,4690.128838951311,2.91199230732075,47.0
1252,13:50,31.73660349961207,8.975465826321441,1627.0,2.8806414407826,48.636182902584494
1354,13:51,31.73660349961207,8.975465826321441,5850.0,3.12420898287683,48.636182902584494
1459,13:52,38.4883776449937,10.6624998563889,4690.128838951311,2.91199230732075,42.8
1561,13:53,37.5750900092723,11.0383586890555,4690.128838951311,2.91199230732075,51.0
1665,13:54,38.8670289627104,12.0644929344444,4690.128838951311,2.91199230732075,58.0
1766,13:55,31.73660349961207,8.975465826321441,4105.0,3.94428621783745,48.636182902584494
1868,13:56,31.73660349961207,8.975465826321441,5966.0,4.16449218484745,48.636182902584494
1968,13:57,31.73660349961207,8.975465826321441,1766.0,4.23377203319292,48.636182902584494
2070,13:58,31.73660349961207,8.975465826321441,1780.0,4.33138363026199,48.636182902584494
2172,13:59,31.73660349961207,8.975465826321441,8116.0,4.57893859203089,48.636182902584494
2274,14:00,31.73660349961207,8.975465826321441,6951.0,4.81893408923696,48.636182902584494
2377,14:01,36.0438996417866,15.3925652478333,4690.128838951311,2.91199230732075,9.4
2479,14:02,34.7990453404196,15.4402078138055,4690.128838951311,2.91199230732075,34.0
2580,14:03,31.73660349961207,8.975465826321441,3790.0,5.18557971900932,48.636182902584494
