,time,Average speed (km/h),Distance travelled (km),Engine RPM (rpm),Fuel used (L),Vehicle speed (km/h)
0,14:34,23.87246447843745,4.319880959295953,4209.29255861366,2.014222588658853,42.27115987460815
46,14:35,23.87246447843745,4.319880959295953,4668.0,0.094533002647823,42.27115987460815
152,14:36,23.87246447843745,4.319880959295953,1628.0,0.308094651846419,42.27115987460815
252,14:37,23.87246447843745,4.319880959295953,1706.0,0.422205824781317,42.27115987460815
353,14:38,13.6375401106872,0.794112246861111,4209.29255861366,2.014222588658853,51.2
453,14:39,14.4809297162691,1.08432094447222,4209.29255861366,2.014222588658853,43.0
552,14:40,23.87246447843745,4.319880959295953,1729.0,0.803474732801005,42.27115987460815
655,14:41,19.9825056356581,2.16277312280556,4209.29255861366,2.014222588658853,12.0
756,14:42,23.87246447843745,4.319880959295953,1761.0,1.2333102458013,42.27115987460815
860,14:43,23.87246447843745,4.319880959295953,4352.0,1.47155972126356,42.27115987460815
960,14:44,23.87246447843745,4.319880959295953,1761.0,1.62367069947263,42.27115987460815
1062,14:45,23.87246447843745,4.319880959295953,6579.0,2.13632239674253,42.27115987460815
1162,14:46,23.87246447843745,4.319880959295953,6503.0,2.66351874164972,42.27115987460815
1264,14:47,23.87246447843745,4.319880959295953,5950.0,2.97380357391692,42.27115987460815
1364,14:48,23.87246447843745,4.319880959295953,7345.0,3.22564338040291,42.27115987460815
1462,14:49,23.87246447843745,4.319880959295953,2682.0,3.363111510255,42.27115987460815
1564,14:50,23.87246447843745,4.319880959295953,1613.0,3.50317518062897,42.27115987460815
1664,14:51,23.87246447843745,4.319880959295953,1787.0,3.586185120597,42.27115987460815
1765,14:52,28.3761334458371,8.27438357441666,4209.29255861366,2.014222588658853,63.0
1868,14:53,23.87246447843745,4.319880959295953,1699.0,3.93446647815077,42.27115987460815
