,time,Average speed (km/h),Distance travelled (km),Engine RPM (rpm),Fuel used (L),Vehicle speed (km/h)
0,16:06,25.022386055001327,6.862601184702887,4737.152019002376,2.570341363398307,48.640124095139605
3,16:07,25.022386055001327,6.862601184702887,325.0,0.0004494721166847,48.640124095139605
38,16:08,25.022386055001327,6.862601184702887,4670.0,0.0836887764076605,48.640124095139605
144,16:09,25.022386055001327,6.862601184702887,4364.0,0.258757346960203,48.640124095139605
246,16:10,25.022386055001327,6.862601184702887,1655.0,0.362966282468401,48.640124095139605
348,16:11,25.022386055001327,6.862601184702887,3814.0,0.444270800369769,48.640124095139605
451,16:12,10.3807563551803,0.976941948694445,4737.152019002376,2.570341363398307,17.0
552,16:13,25.022386055001327,6.862601184702887,6268.0,1.00157961576139,48.640124095139605
655,16:14,18.0490549562039,2.30055360044445,4737.152019002376,2.570341363398307,73.8
756,16:15,25.022386055001327,6.862601184702887,1751.0,1.12134704646941,48.640124095139605
862,16:16,25.022386055001327,6.862601184702887,6821.0,1.38370192612645,48.640124095139605
966,16:17,25.022386055001327,6.862601184702887,4792.0,1.66451160353176,48.640124095139605
1066,16:18,25.022386055001327,6.862601184702887,1788.0,1.79897145401585,48.640124095139605
1169,16:19,24.3237304013451,5.12746078369445,4737.152019002376,2.570341363398307,62.0
1272,16:20,25.022386055001327,6.862601184702887,6493.0,2.35398933537066,48.640124095139605
1375,16:21,26.8398211160181,6.55132959741667,4737.152019002376,2.570341363398307,13.0
1478,16:22,25.022386055001327,6.862601184702887,7239.0,2.75318802525488,48.640124095139605
1580,16:23,25.022386055001327,6.862601184702887,6149.0,3.16496966591056,48.640124095139605
1680,16:24,25.022386055001327,6.862601184702887,8062.0,3.66134302779064,48.640124095139605
1778,16:25,25.022386055001327,6.862601184702887,7022.0,4.07126764262019,48.640124095139605
1878,16:26,25.022386055001327,6.862601184702887,7576.0,4.37375165974069,48.640124095139605
1978,16:27,25.022386055001327,6.862601184702887,7047.0,4.64968112756045,48.640124095139605
2077,16:28,36.6125768904592,13.2085289986944,4737.152019002376,2.570341363398307,67.6
2178,16:29,25.022386055001327,6.862601184702887,6638.0,4.86444940154341,48.640124095139605
2283,16:30,36.4617855530809,14.37098190075,4737.152019002376,2.570341363398307,67.0
2385,16:31,36.3733995989491,14.9405313436944,4737.152019002376,2.570341363398307,54.0
2486,16:32,25.022386055001327,6.862601184702887,3176.0,5.40454886792069,48.640124095139605
