,time,Average speed (km/h),Distance travelled (km),Engine RPM (rpm),Fuel used (L),Vehicle speed (km/h)
0,10:29,20.770340192011528,3.802266102041157,4354.192222222222,1.7580417765567269,45.3109243697479
3,10:30,20.770340192011528,3.802266102041157,4354.192222222222,1.7580417765567269,45.3109243697479
82,10:31,10.8239798194606,0.18077994675,4354.192222222222,1.7580417765567269,32.6
185,10:32,20.770340192011528,3.802266102041157,3918.0,0.325396333201615,45.3109243697479
287,10:33,20.770340192011528,3.802266102041157,1730.0,0.391542863891988,45.3109243697479
389,10:34,20.770340192011528,3.802266102041157,1791.0,0.508897410449995,45.3109243697479
489,10:35,20.770340192011528,3.802266102041157,1741.0,0.574727726233641,45.3109243697479
591,10:36,20.770340192011528,3.802266102041157,1742.0,0.716589348821487,45.3109243697479
692,10:37,15.6753343864278,1.82919327252778,4354.192222222222,1.7580417765567269,51.0
793,10:38,20.770340192011528,3.802266102041157,6187.0,1.24994337823226,45.3109243697479
895,10:39,20.770340192011528,3.802266102041157,1768.0,1.42655528414908,45.3109243697479
999,10:40,20.770340192011528,3.802266102041157,1768.0,1.60915458443406,45.3109243697479
1099,10:41,20.770340192011528,3.802266102041157,7790.0,2.10913994422618,45.3109243697479
1200,10:42,28.4083599195373,5.68080820247223,4354.192222222222,1.7580417765567269,46.0
1301,10:43,20.770340192011528,3.802266102041157,4491.0,2.94116900656045,45.3109243697479
1405,10:44,20.770340192011528,3.802266102041157,6114.0,3.27807406447053,45.3109243697479
1507,10:45,20.770340192011528,3.802266102041157,7181.0,3.37008182690873,45.3109243697479
1607,10:46,20.770340192011528,3.802266102041157,6589.0,3.60726622943482,45.3109243697479
1709,10:47,20.770340192011528,3.802266102041157,1687.0,3.70961931422634,45.3109243697479
