,time,Average speed (km/h),Distance travelled (km),Engine RPM (rpm),Fuel used (L),Vehicle speed (km/h)
0,22:23,39.141720317414624,5.417608901494123,4349.068263473054,1.7836028099290513,48.11327433628318
88,22:24,39.141720317414624,5.417608901494123,6542.0,0.285610033752925,48.11327433628318
188,22:25,39.141720317414624,5.417608901494123,1676.0,0.54760475925048,48.11327433628318
290,22:26,39.141720317414624,5.417608901494123,6368.0,0.761365857954791,48.11327433628318
394,22:27,39.141720317414624,5.417608901494123,7061.0,0.981039093645744,48.11327433628318
496,22:28,39.141720317414624,5.417608901494123,6132.0,1.21170564431165,48.11327433628318
598,22:29,39.141720317414624,5.417608901494123,3946.0,1.48788011853492,48.11327433628318
698,22:30,39.141720317414624,5.417608901494123,1589.0,1.54927210807711,48.11327433628318
798,22:31,39.141720317414624,5.417608901494123,7162.0,1.90628099046112,48.11327433628318
900,22:32,43.4588997318657,6.53427738324999,4349.068263473054,1.7836028099290513,60.8
991,22:33,39.141720317414624,5.417608901494123,1853.0,2.13169371826897,48.11327433628318
1093,22:34,39.141720317414624,5.417608901494123,1632.0,2.2647317389012,48.11327433628318
1195,22:35,39.141720317414624,5.417608901494123,5640.0,2.53681208635068,48.11327433628318
1297,22:36,39.141720317414624,5.417608901494123,1751.0,2.58907874674755,48.11327433628318
1401,22:37,39.141720317414624,5.417608901494123,6024.0,2.80319205796075,48.11327433628318
1503,22:38,39.141720317414624,5.417608901494123,4377.0,2.87756181609993,48.11327433628318
1605,22:39,39.141720317414624,5.417608901494123,3571.0,2.99885305189161,48.11327433628318
