,time,Average speed (km/h),Distance travelled (km),Engine RPM (rpm),Fuel used (L),Vehicle speed (km/h)
0,08:45,33.31137297321321,8.182130889724835,5082.501208702659,3.085710254525594,47.28254580520733
3,08:46,33.31137297321321,8.182130889724835,1659.0,0.0026228442550329,47.28254580520733
24,08:47,2.95475312808383,0.0598102315833333,5082.501208702659,3.085710254525594,26.0
129,08:48,33.31137297321321,8.182130889724835,1653.0,0.219840038079584,47.28254580520733
233,08:49,33.31137297321321,8.182130889724835,7360.0,0.417540420432084,47.28254580520733
335,08:50,33.31137297321321,8.182130889724835,6422.0,0.724880379870234,47.28254580520733
438,08:51,26.7040405382237,2.32052427061111,5082.501208702659,3.085710254525594,26.0
541,08:52,33.31137297321321,8.182130889724835,5778.0,1.28774624844267,47.28254580520733
645,08:53,33.31137297321321,8.182130889724835,6301.0,1.54041058760241,47.28254580520733
751,08:54,33.31137297321321,8.182130889724835,3939.0,1.7165634765483,47.28254580520733
856,08:55,34.2061097779256,5.25196486838889,5082.501208702659,3.085710254525594,48.0
961,08:56,33.31137297321321,8.182130889724835,5894.0,2.20600180999339,47.28254580520733
1065,08:57,33.31137297321321,8.182130889724835,6777.0,2.34743425340782,47.28254580520733
1167,08:58,33.31137297321321,8.182130889724835,6477.0,2.56848172906671,47.28254580520733
1269,08:59,33.31137297321321,8.182130889724835,8230.0,3.02930533862361,47.28254580520733
1371,09:00,33.31137297321321,8.182130889724835,7780.0,3.48933643647871,47.28254580520733
1473,09:01,33.31137297321321,8.182130889724835,8671.0,4.07611183301232,47.28254580520733
1575,09:02,33.31137297321321,8.182130889724835,5236.0,4.46781837973675,47.28254580520733
1677,09:03,33.31137297321321,8.182130889724835,1809.0,4.51437118416517,47.28254580520733
1779,09:04,33.31137297321321,8.182130889724835,4592.0,4.791188374298,47.28254580520733
1883,09:05,33.31137297321321,8.182130889724835,1808.0,4.91506433962638,47.28254580520733
1985,09:06,33.31137297321321,8.182130889724835,7118.0,5.14227964244466,47.28254580520733
2087,09:07,33.31137297321321,8.182130889724835,1817.0,5.20398377366926,47.28254580520733
2189,09:08,33.31137297321321,8.182130889724835,3638.0,5.47297142083365,47.28254580520733
2291,09:09,33.31137297321321,8.182130889724835,1865.0,5.66512226076813,47.28254580520733
2392,09:10,38.7121404005382,15.6223718029167,5082.501208702659,3.085710254525594,3.0
