,time,Average speed (km/h),Distance travelled (km),Engine RPM (rpm),Fuel used (L),Vehicle speed (km/h)
0,19:08,28.00712312630492,7.958201453563789,4334.416169648774,2.753178493262061,46.82570593962999
56,19:09,28.00712312630492,7.958201453563789,1829.0,0.0861907360541277,46.82570593962999
156,19:10,28.00712312630492,7.958201453563789,1811.0,0.159433545723853,46.82570593962999
258,19:11,28.00712312630492,7.958201453563789,1819.0,0.314941003071459,46.82570593962999
361,19:12,13.7783110177896,0.836680846083333,4334.416169648774,2.753178493262061,30.8
464,19:13,28.00712312630492,7.958201453563789,1772.0,0.576534966127575,46.82570593962999
566,19:14,28.00712312630492,7.958201453563789,6258.0,0.81499175534167,46.82570593962999
667,19:15,18.5444598066432,2.05375876452778,4334.416169648774,2.753178493262061,43.2
769,19:16,19.550886424873,2.49077638261111,4334.416169648774,2.753178493262061,59.6
871,19:17,23.4875552909899,3.38460817605556,4334.416169648774,2.753178493262061,55.0
972,19:18,28.00712312630492,7.958201453563789,6615.0,1.71125720250902,46.82570593962999
1074,19:19,28.00712312630492,7.958201453563789,7581.0,1.87800523604183,46.82570593962999
1176,19:20,28.00712312630492,7.958201453563789,7028.0,2.07599043572552,46.82570593962999
1276,19:21,28.00712312630492,7.958201453563789,7906.0,2.48280052700143,46.82570593962999
1377,19:22,36.5844453952941,8.3198324905,4334.416169648774,2.753178493262061,49.0
1478,19:23,28.00712312630492,7.958201453563789,5957.0,3.04870551873881,46.82570593962999
1580,19:24,28.00712312630492,7.958201453563789,1638.0,3.09773714151144,46.82570593962999
1682,19:25,28.00712312630492,7.958201453563789,5965.0,3.3010493189998,46.82570593962999
1786,19:26,28.00712312630492,7.958201453563789,3806.0,3.52516607954938,46.82570593962999
1886,19:27,28.00712312630492,7.958201453563789,1720.0,3.58540650706599,46.82570593962999
1989,19:28,34.4982615291969,11.2958670201111,4334.416169648774,2.753178493262061,52.0
2090,19:29,28.00712312630492,7.958201453563789,5412.0,3.98630277694989,46.82570593962999
2192,19:30,28.00712312630492,7.958201453563789,1588.0,4.09584528068783,46.82570593962999
2294,19:31,28.00712312630492,7.958201453563789,1620.0,4.36289124440495,46.82570593962999
2396,19:32,28.00712312630492,7.958201453563789,1702.0,4.42259080117596,46.82570593962999
2500,19:33,28.00712312630492,7.958201453563789,4220.0,4.48597682252629,46.82570593962999
2600,19:34,28.00712312630492,7.958201453563789,1551.0,4.57753931346971,46.82570593962999
2704,19:35,28.00712312630492,7.958201453563789,6501.0,4.90426318700096,46.82570593962999
2804,19:36,28.00712312630492,7.958201453563789,7399.0,5.15722689603982,46.82570593962999
2906,19:37,28.00712312630492,7.958201453563789,2493.0,5.28082018099369,46.82570593962999
3008,19:38,28.00712312630492,7.958201453563789,1694.0,5.40727035184634,46.82570593962999
